No,Activated,Brand,Ti,Al,Zr,Mo,V,Ta,Nb,Cr,Fe,Sn,Sys,FirstAppearinLine,CompNum,Produce_Lab,Produce_Factory,InitStat,Deform,DeformTemp_C,DeformRate,HT1,HT1Temp_C,HT1Time_h,Cool1,HT2,HT2Temp_C,HT2Time_h,Cool2,YM,HV,UTS,YS,El,均匀延伸率 (%),断面收缩率(%),断裂韧性KIC（MPa.m12）,应力腐蚀断裂韧性KISCC（MPa·m12）,夏比冲击吸收功KU2（J）,夏比冲击韧性值aku2（Jcm2）,夏比冲击吸收功KV2（J）,夏比冲击韧性值akV2（Jcm2）,（其他）,reference_id (文献数据标记doi；实验数据标记人员姓名),文献名称,文献序号,汇总信息人员姓名,序号,核对人员姓名,备注
328,1,,92,4,0,1,2,0,0,0,1,0,Ti-Al-Mo-V-Fe,1009,5,1,0,1,0,0,0,1,750,3,2,0,0,0,0,,,,863.524,20.2261,,,,,,,,,,,收集于西工大硕博论文，未公开,328,袁睿豪,328,,
329,1,,92,4,0,1,2,0,0,0,1,0,Ti-Al-Mo-V-Fe,1009,5,1,0,1,0,0,0,1,800,3,2,0,0,0,0,,,,872.684,,,,,,,,,,,,收集于西工大硕博论文，未公开,329,袁睿豪,329,,
330,1,,92,4,0,1,2,0,0,0,1,0,Ti-Al-Mo-V-Fe,1009,5,1,0,1,0,0,0,1,850,3,2,0,0,0,0,,,,862.913,,,,,,,,,,,,收集于西工大硕博论文，未公开,330,袁睿豪,330,,
46,1,,84.5,0,0,2,0,2.5,10,0,0,1,Ti-Mo-Ta-Nb-Sn,1023,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76,,,,,,,,,,,,,,,,,万鑫泉,,,
47,1,,82.5,0,0,3,0,3,10.5,0,0,1,Ti-Mo-Ta-Nb-Sn,1023,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,73,,,,,,,,,,,,,,,,,万鑫泉,,,
50,1,,77.8,0,2.8,0,0,2.8,13.8,0,0,2.8,Ti-Zr-Ta-Nb-Sn,1025,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47,,,,,,,,,,,,,,,,,万鑫泉,,,
218,1,,80.1,0,1.3,0,0,0.3,14.4,0,0,3.9,Ti-Zr-Ta-Nb-Sn,1025,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48.1,,,,,,,,,,,,,,,,,万鑫泉,,,
222,1,,77.8,0,2.8,0,0,2.8,13.9,0,0,2.8,Ti-Zr-Ta-Nb-Sn,1025,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47,,,,,,,,,,,,,,,,,万鑫泉,,,
203,1,,86.51,6,3.6,0,0,0.72,0,0,0,2.8,Ti-Al-Zr-Ta-Sn,0,5,1,0,1,0,0,0,1,950,1,1,1,650,6,2,,,990,899,3.9,,,,,,,,,,,收集于西工大硕博论文，未公开,203,袁睿豪,203,,
204,1,,86.86,6,3.6,0,0,0,0.37,0,0,2.8,Ti-Al-Zr-Nb-Sn,0,5,1,0,1,0,0,0,1,950,1,1,1,650,6,2,,,990,898,4.1,,,,,,,,,,,收集于西工大硕博论文，未公开,204,袁睿豪,204,,
479,1,,67.33,0,4.85,0,0,1.75,23.81,0,2.26,0,Ti-Zr-Ta-Nb-Fe,0,5,1,0,2,0,0,0,0,0,0,1,0,0,0,0,81,,,588,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,479,袁睿豪,479,,
484,1,,19,0,21,20,0,21,19,0,0,0,Ti-Zr-Mo-Ta-Nb,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,153,,,1390,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,484,袁睿豪,484,,
499,1,,70,0,6,0,3,12,9,0,0,0,Ti-Zr-V-Ta-Nb,0,5,1,0,2,0,0,0,0,0,0,1,0,0,0,0,71.2,,,849,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,499,袁睿豪,499,,
1,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,710,2,2,1,500,3,2,,,1219.15,,12.67,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,1,张闫,
2,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,720,2,2,1,500,3,2,,,1234.01,,10.44,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,2,张闫,
3,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,730,2,2,1,500,3,2,,,1241.76,,9.75,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,3,张闫,
4,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,740,2,2,1,500,3,2,,,1276.29,,9,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,4,张闫,
5,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,750,2,2,1,500,3,2,,,1309.59,,6.75,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,5,张闫,
6,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,760,2,2,1,500,3,2,,,1362.37,,4.97,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,6,张闫,
7,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,770,2,2,1,500,3,2,,,1415.95,,4.38,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,7,张闫,
8,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,780,2,2,1,500,3,2,,,1436.27,,3.46,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,8,张闫,
9,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,790,2,2,1,500,3,2,,,1446.05,,3.27,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,9,张闫,
10,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,800,2,2,1,500,3,2,,,1454.21,,3.54,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,10,张闫,
11,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,810,2,2,1,500,3,2,,,1460.74,,3.58,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,11,张闫,
12,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,820,2,2,1,500,3,2,,,1460.8,,3.31,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,12,张闫,
13,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,830,2,2,1,500,3,2,,,1469.76,,3.53,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,13,张闫,
14,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,840,2,2,1,500,3,2,,,1473.05,,3.41,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,14,张闫,
15,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,850,2,2,1,500,3,2,,,1482.83,,3.3,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,15,张闫,
16,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,860,2,2,1,500,3,2,,,1492.81,,3.32,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,16,张闫,
17,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,710,2,2,1,550,3,2,,,1056.45,,13.14,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,17,张闫,
18,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,720,2,2,1,550,3,2,,,1113,,12.59,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,18,张闫,
19,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,730,2,2,1,550,3,2,,,1160.26,,11.55,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,19,张闫,
20,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,740,2,2,1,550,3,2,,,1200.71,,10.38,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,20,张闫,
21,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,750,2,2,1,550,3,2,,,1251.85,,8.42,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,21,张闫,
22,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,760,2,2,1,550,3,2,,,1253.9,,5.91,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,22,张闫,
23,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,770,2,2,1,550,3,2,,,1284.99,,5.11,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,23,张闫,
24,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,780,2,2,1,550,3,2,,,1300.61,,4.05,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,24,张闫,
25,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,790,2,2,1,550,3,2,,,1336.48,,3.76,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,25,张闫,
26,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,800,2,2,1,550,3,2,,,1377.68,,3.7,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,26,张闫,
27,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,810,2,2,1,550,3,2,,,1354.34,,3.61,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,27,张闫,
28,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,820,2,2,1,550,3,2,,,1361.94,,3.52,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,28,张闫,
29,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,830,2,2,1,550,3,2,,,1370.3,,3.44,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,29,张闫,
30,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,840,2,2,1,550,3,2,,,1390.12,,3.4,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,30,张闫,
31,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,850,2,2,1,550,3,2,,,1409.56,,3.39,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,31,张闫,
32,1,TC18,82.67,5.47,0,4.52,4.81,0,0,1.03,1.5,0,Ti-Al-Mo-V-Cr-Fe,1033,6,0,1,3,0,0,0,1,860,2,2,1,550,3,2,,,1423.7,,3.33,,,,,,,,,,10.14024j.cnki.1004-244x.20240905.001,热处理对TC18钛合金组织定量分析及性能影响规律研究,1,刘雨佳,32,张闫,
393,1,,80.62,10.14,0,2.47,4.45,0,0,2.24,0.08,0,Ti-Al-Mo-V-Cr-Fe,1033,6,1,0,2,0,0,0,0,0,0,1,0,0,0,0,115,,,636,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,393,袁睿豪,393,,
52,1,,80.5,5,2,4,0,0,3,5.5,0,0,Ti-Al-Zr-Mo-Nb-Cr,1066,6,0,1,1,0,0,0,0,0,0,0,1,600,6,2,,,1224.3,,5.2,,,,,,,,,,10.12442j.issn.1002-185X.20230791,不同尺寸的α相对亚稳β钛合金Ti-5.5Cr-5Al-4Mo-3Nb-2Zr拉伸性能的影响,6,刘雨佳,52,,
53,1,,80.5,5,2,4,0,0,3,5.5,0,0,Ti-Al-Zr-Mo-Nb-Cr,1066,6,0,1,1,0,0,0,1,800,0.5,3,1,600,6,2,,,1125.4,,18.3,,,,,,,,,,10.12442j.issn.1002-185X.20230791,不同尺寸的α相对亚稳β钛合金Ti-5.5Cr-5Al-4Mo-3Nb-2Zr拉伸性能的影响,6,刘雨佳,53,,
54,1,,80.5,5,2,4,0,0,3,5.5,0,0,Ti-Al-Zr-Mo-Nb-Cr,1066,6,0,1,1,0,0,0,1,800,0.5,1,0,0,0,0,,,886.9,,19.2,,,,,,,,,,10.12442j.issn.1002-185X.20230791,不同尺寸的α相对亚稳β钛合金Ti-5.5Cr-5Al-4Mo-3Nb-2Zr拉伸性能的影响,6,刘雨佳,54,,
116,1,,82.8,6.2,2.6,4.2,0,0,2.7,1.5,0,0,Ti-Al-Zr-Mo-Nb-Cr,1066,6,0,1,3,0,0,0,0,0,0,0,0,0,0,0,,,1097,1073,14,45,,,,,,,36,,,Effect of microstructure on the tensile properties and impact toughness of TC21G titanium alloy,29,常海峰,Effect of microstructure on the tensile properties and impact toughness of TC21G titanium alloy,张闫,
116,1,,82.8,6.2,2.6,4.2,0,0,2.7,1.5,0,0,Ti-Al-Zr-Mo-Nb-Cr,1066,6,0,1,3,0,0,0,1,910,1,2,1,590,4,2,,,1331,1258,9.8,39.5,,,,,,,29.2,,,Effect of microstructure on the tensile properties and impact toughness of TC21G titanium alloy,29,常海峰,Effect of microstructure on the tensile properties and impact toughness of TC21G titanium alloy,张闫,
117,1,,82.8,6.2,2.6,4.2,0,0,2.7,1.5,0,0,Ti-Al-Zr-Mo-Nb-Cr,1066,6,0,1,3,0,0,0,1,910,1,0,1,590,4,2,,,1188,1113,13,41,,,,,,,39,,,Effect of microstructure on the tensile properties and impact toughness of TC21G titanium alloy,29,常海峰,Effect of microstructure on the tensile properties and impact toughness of TC21G titanium alloy,张闫,
118,1,,82.8,6.2,2.6,4.2,0,0,2.7,1.5,0,0,Ti-Al-Zr-Mo-Nb-Cr,1066,6,0,1,3,0,0,0,1,910,1,3,1,590,4,2,,,1048,1001,20.3,61,,,,,,,53,,,Effect of microstructure on the tensile properties and impact toughness of TC21G titanium alloy,29,常海峰,Effect of microstructure on the tensile properties and impact toughness of TC21G titanium alloy,张闫,
115,1,,80.41,3,1,5,7.46,0,0,3.13,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,2,1,20,80,1,765,0.33,2,0,0,0,0,,,807,,18.4,,,,,,,,,,1002-185X(2023)01-0238-07,冷轧及热处理对一种亚稳β型钛合金组织及性能的影响,20,刘雨佳,115,,
116,1,,80.41,3,1,5,7.46,0,0,3.13,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,2,1,20,80,1,765,0.33,2,1,500,6,2,,,1390.3,,6.1,,,,,,,,,,1002-185X(2023)01-0238-07,冷轧及热处理对一种亚稳β型钛合金组织及性能的影响,20,刘雨佳,116,,
117,1,,80.41,3,1,5,7.46,0,0,3.13,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,2,1,20,80,1,765,0.33,2,1,500,8,2,,,1420.1,,6.3,,,,,,,,,,1002-185X(2023)01-0238-07,冷轧及热处理对一种亚稳β型钛合金组织及性能的影响,20,刘雨佳,117,,
118,1,,80.41,3,1,5,7.46,0,0,3.13,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,2,1,20,80,1,765,0.33,2,1,500,10,2,,,1369.8,,5.7,,,,,,,,,,1002-185X(2023)01-0238-07,冷轧及热处理对一种亚稳β型钛合金组织及性能的影响,20,刘雨佳,118,,
119,1,,80.41,3,1,5,7.46,0,0,3.13,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,2,1,20,80,1,765,0.33,2,1,500,12,2,,,1344.6,,5,,,,,,,,,,1002-185X(2023)01-0238-07,冷轧及热处理对一种亚稳β型钛合金组织及性能的影响,20,刘雨佳,119,,
120,1,,80.41,3,1,5,7.46,0,0,3.13,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,2,1,20,80,1,800,0.33,2,0,0,0,0,,,773,,17.3,,,,,,,,,,1002-185X(2023)01-0238-07,冷轧及热处理对一种亚稳β型钛合金组织及性能的影响,20,刘雨佳,120,,
34,0,,80.886,5.1,1.09,4.94,4.97,0,0,2.93,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,28.755,,,,,Impact Toughness of As-Built and Heat-Treated Near-β Ti–5Al–5Mo–5V–3Cr–1Zr Alloys Fabricated by Selective Laser Melting and Electron Beam Melting,7,常海峰,34,,无可用性能
35,0,,80.886,5.1,1.09,4.94,4.97,0,0,2.93,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,0,0,0,0,0,0,1,880,1.5,0,1,600,8,2,,,,,,,,,,,34.401,,,,,Impact Toughness of As-Built and Heat-Treated Near-β Ti–5Al–5Mo–5V–3Cr–1Zr Alloys Fabricated by Selective Laser Melting and Electron Beam Melting,7,常海峰,35,,无可用性能
36,0,,80.886,5.1,1.09,4.94,4.97,0,0,2.93,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,0,0,0,0,0,0,1,790,1.5,2,1,600,8,2,,,,,,,,,,,23.588,,,,,Impact Toughness of As-Built and Heat-Treated Near-β Ti–5Al–5Mo–5V–3Cr–1Zr Alloys Fabricated by Selective Laser Melting and Electron Beam Melting,7,常海峰,36,,无可用性能
37,0,,80.886,5.1,1.09,4.94,4.97,0,0,2.93,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,0,0,0,0,0,0,1,810,2,3,0,0,0,0,,,,,,,,,,,37.91,,,,,Impact Toughness of As-Built and Heat-Treated Near-β Ti–5Al–5Mo–5V–3Cr–1Zr Alloys Fabricated by Selective Laser Melting and Electron Beam Melting,7,常海峰,37,,无可用性能
38,0,,80.886,5.1,1.09,4.94,4.97,0,0,2.93,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,48.608,,,,,Impact Toughness of As-Built and Heat-Treated Near-β Ti–5Al–5Mo–5V–3Cr–1Zr Alloys Fabricated by Selective Laser Melting and Electron Beam Melting,7,常海峰,38,,无可用性能
39,0,,80.886,5.1,1.09,4.94,4.97,0,0,2.93,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,0,0,0,0,0,0,1,810,2,3,0,0,0,0,,,,,,,,,,,57.321,,,,,Impact Toughness of As-Built and Heat-Treated Near-β Ti–5Al–5Mo–5V–3Cr–1Zr Alloys Fabricated by Selective Laser Melting and Electron Beam Melting,7,常海峰,39,,无可用性能
63,0,,81.05,5.01,1,4.97,4.98,0,0,2.99,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,0,0,3,0,0,0,1,860,2,3,1,610,3,2,,,,,,,,,,,,15.05,,,,Tensile performance and impact toughness of Ti-55531 alloy with multilevel lamellar microstructure,12,常海峰,63,,无可用性能
64,0,,81.05,5.01,1,4.97,4.98,0,0,2.99,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,0,0,3,0,0,0,1,860,2,3,1,640,3,2,,,,,,,,,,,,19.44,,,,Tensile performance and impact toughness of Ti-55531 alloy with multilevel lamellar microstructure,12,常海峰,64,,无可用性能
65,0,,81.05,5.01,1,4.97,4.98,0,0,2.99,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,0,0,3,0,0,0,1,860,2,3,1,670,3,2,,,,,,,,,,,,26.93,,,,Tensile performance and impact toughness of Ti-55531 alloy with multilevel lamellar microstructure,12,常海峰,65,,无可用性能
225,1,,79.76,5.39,1.09,4.8,4.95,0,0,3.9,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,1,0,0,0,1,800,2,2,1,600,6,2,,,1241.75,1230.75,3.772,,,,,,,,,,,收集于西工大硕博论文，未公开,225,袁睿豪,225,,
226,1,,79.76,5.39,1.09,4.8,4.95,0,0,3.9,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,1,0,0,0,1,800,2,2,1,600,7,2,,,1265.29,1234.29,3.408,,,,,,,,,,,收集于西工大硕博论文，未公开,226,袁睿豪,226,,
227,1,,79.76,5.39,1.09,4.8,4.95,0,0,3.9,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,1,0,0,0,1,800,2,2,1,600,8,2,,,1277.34,1255.34,4.979,,,,,,,,,,,收集于西工大硕博论文，未公开,227,袁睿豪,227,,
228,1,,79.76,5.39,1.09,4.8,4.95,0,0,3.9,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,1,0,0,0,1,800,2,2,1,600,9,2,,,1268,1238,4.311,,,,,,,,,,,收集于西工大硕博论文，未公开,228,袁睿豪,228,,
229,1,,79.76,5.39,1.09,4.8,4.95,0,0,3.9,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,1,0,0,0,1,800,2,2,1,600,10,2,,,1255.66,1219.66,5.636,,,,,,,,,,,收集于西工大硕博论文，未公开,229,袁睿豪,229,,
230,1,,79.76,5.39,1.09,4.8,4.95,0,0,3.9,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,1,0,0,0,1,800,2,2,1,620,6,2,,,1176.89,1144.89,3.431,,,,,,,,,,,收集于西工大硕博论文，未公开,230,袁睿豪,230,,
231,1,,79.76,5.39,1.09,4.8,4.95,0,0,3.9,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,1,0,0,0,1,800,2,2,1,620,7,2,,,1196.47,1170.47,4.15,,,,,,,,,,,收集于西工大硕博论文，未公开,231,袁睿豪,231,,
232,1,,79.76,5.39,1.09,4.8,4.95,0,0,3.9,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,1,0,0,0,1,800,2,2,1,620,8,2,,,1216.9,1178.9,7.745,,,,,,,,,,,收集于西工大硕博论文，未公开,232,袁睿豪,232,,
233,1,,79.76,5.39,1.09,4.8,4.95,0,0,3.9,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,1,0,0,0,1,800,2,2,1,620,9,2,,,1193.05,1163.05,8.878,,,,,,,,,,,收集于西工大硕博论文，未公开,233,袁睿豪,233,,
234,1,,79.76,5.39,1.09,4.8,4.95,0,0,3.9,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,1,0,0,0,1,800,2,2,1,620,10,2,,,1176.98,1140.98,7.237,,,,,,,,,,,收集于西工大硕博论文，未公开,234,袁睿豪,234,,
235,1,,79.76,5.39,1.09,4.8,4.95,0,0,3.9,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,1,0,0,0,1,800,2,2,1,640,6,2,,,1169.89,1120.89,4.264,,,,,,,,,,,收集于西工大硕博论文，未公开,235,袁睿豪,235,,
236,1,,79.76,5.39,1.09,4.8,4.95,0,0,3.9,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,1,0,0,0,1,800,2,2,1,640,7,2,,,1168,1138,7.456,,,,,,,,,,,收集于西工大硕博论文，未公开,236,袁睿豪,236,,
237,1,,79.76,5.39,1.09,4.8,4.95,0,0,3.9,0,0,Ti-Al-Zr-Mo-V-Cr,1073,6,1,0,1,0,0,0,1,800,2,2,1,640,8,2,,,1185.15,1150.15,6.521,,,,,,,,,,,收集于西工大硕博论文，未公开,237,袁睿豪,237,,
